Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
595,595,1,KR,APEN_Grey_-,ROECK-et-al,ROECK-et-al,Residential,,New Built,South Korea,,,,,Other,166.0,,1-5000,,,,,,,New Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,Other,,,ABC,PCMODW,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.853578557321961,0.0772427646202645,0.175169421193324,,0.0415195245270252,0.0130611713726979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_-,Grey,"Uta Krogmann, Nick Minderman, Jennifer Senick, Clinton Andrews",2008.0,Life cycle assessment of the New Jersey Meadowlands Commission center for environmental and scientific education building,Report,http://rcgb.rutgers.edu/wp-content/uploads/2013/09/NJMC_LCA_Final.pdf,"New Jersey, USA",(C) Temperate,,Asia,New construction,890.91,,,,,,,,,,,,,,,,"Wood columns, wood-frame, concreete masonry units",0.299,,,,Electricity from grid,,,simulated,To understand the environmental impacts and benefits from this green building.,whole building,,other,"Inventory data sets from Ecolnvent 2.0 database (Frischknecht and Jungbluth, 2007), Franklin US LCI database (Norris,2003), the USA Input Output Database 98 database ( SUH, 2003) , the IDEMAT 2001 database ( Remmerswal,2001) Industry 2.0 database",IMPACT 2002+ and BEES,Process-based,Energy simulation (dynamic),Yes,Yes,Yes,Yes,Yes,Yes,all from Impact 2002+,16100000.0,18500000.0,,,,,18500000.0,,,,46.5,53.5,51.1,48.9,,,,,,,,,,
596,596,1,KR,APEN_Grey_-,ROECK-et-al,ROECK-et-al,Residential,,New Built,South Korea,,,,,Other,1078.0,,10001-15000,,,,,,,New Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,Other,,,ABC,PCMODW,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,18.9666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38,59.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.853578557321961,0.0772427646202645,0.175169421193324,,0.0415195245270252,0.0130611713726979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_-,Grey,"Uta Krogmann, Nick Minderman, Jennifer Senick, Clinton Andrews",2008.0,Life cycle assessment of the New Jersey Meadowlands Commission center for environmental and scientific education building,Report,http://rcgb.rutgers.edu/wp-content/uploads/2013/09/NJMC_LCA_Final.pdf,"New Jersey, USA",(C) Temperate,,Asia,New construction,890.91,,,,,,,,,,,,,,,,"Wood columns, wood-frame, concreete masonry units",0.299,,,,Electricity from grid,,,simulated,To understand the environmental impacts and benefits from this green building.,whole building,,other,"Inventory data sets from Ecolnvent 2.0 database (Frischknecht and Jungbluth, 2007), Franklin US LCI database (Norris,2003), the USA Input Output Database 98 database ( SUH, 2003) , the IDEMAT 2001 database ( Remmerswal,2001) Industry 2.0 database",IMPACT 2002+ and BEES,Process-based,Energy simulation (dynamic),Yes,Yes,Yes,Yes,Yes,Yes,all from Impact 2002+,16100000.0,18500000.0,,,,,18500000.0,,,,46.5,53.5,51.1,48.9,,,,,,,,,,
597,597,1,AT,APEN_Grey_1,ROECK-et-al,ROECK-et-al,Non-residential,Office,New Built,Austria,,2012.0,2010-2014,,Other,12682.0,,10001-15000,,5.0,1-6,,massive brick,Flat roof,New Advanced,,,14.62,15608413.0,1230.75327235451,,13937216.0,89.292972962722,Concrete w/o reinforcement,6985592.0,Concrete reinforced,6309207.0,"Cement mortar, plaster",642417.0,,,,,,,,642417.0,,6309207.0,6985592.0,,,,,,,,,,,,,,13937216.0,,,100.0,Other,Other,,GL,AB,PMO,Yes,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,No,No,No,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,13937216.0,,,,,,,,,50.6558113862166,,497.493061031383,550.827314303737,,,,,,,,,,,,,,1098.97618672133,,,,1098.97618672133,,,,APEN_Grey_1,Grey,"Beate Lubitz-Prohaska, Alexander Passer, Gernot Fischer",2012.0,AT1 - Aspern IQ,A57 case study report,,Vienna,(D) Continental,Low,Europe,New construction,12682.0,m2 GFA,,50254.0,,,,,,0.0,,,,,,,RC,,,,,,,,,"To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy
(PE) , Global Warming Potential (GWP) and acidification (AP), related to the life
cycle of a new office building in Austria.",m2 GFA y,,,EcoSoft IBO,"GWP 100a (EcoSoft by IBO )
Acidification (EcoSoft by IBO )
CED non renewable (EcoSoft by IBO )",Process-based,,Yes,Yes,Yes,Yes,No,No,,81.36000000000001,191.628,,,,,,,,,34.0,66.0,38.06863527533918,61.93136472466082,,,,,,,,,,
598,598,1,AT,APEN_Grey_2,ROECK-et-al,ROECK-et-al,Non-residential,Office,New Built,Austria,,2012.0,2010-2014,,Other,2355.0,,1-5000,,8.0,7-14,1.0,massive wood,Flat roof,New Advanced,,,15.0,2801402.0,1189.55498938428,,2147901.0,76.672359054502,Concrete reinforced,1525072.0,Concrete w/o reinforcement,485070.0,"Timber, wood",137759.0,,,,,,,,,,1525072.0,485070.0,,,,,,,,,,,137759.0,,,2010142.0,,137759.0,100.0,Other,Other,,GL,AB,PMO,Yes,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,No,No,No,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,30.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,2010142.0,,137759.0,,,,,,,,,647.588959660297,205.974522292993,,,,,,,,,,,58.4963906581741,,,853.56348195329,,58.4963906581741,,853.56348195329,,58.4963906581741,,APEN_Grey_2,Grey,"Beate Lubitz-Prohaska, Alexander Passer, Gernot Fischer",2012.0,AT2 - LCT One,A57 case study report,,Vienna,(D) Continental,Low,Europe,New construction,2355.0,m2 GFA,,7996.0,,,,,,0.0,,,,,,,Timber hybrid construction,,,,,,,,,"To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy
(PE) , Global Warming Potential (GWP) and acidification (AP), related to the life
cycle of a new office building in Austria.",m2 GFA y,,,EcoSoft IBO,"GWP 100a (EcoSoft by IBO )
Acidification (EcoSoft by IBO )
CED non renewable (EcoSoft by IBO )",Process-based,,Yes,Yes,Yes,Yes,No,No,,75.70800000000001,345.348,,,,,,,,,17.98050615595075,82.01949384404924,9.803337306317044,90.19666269368295,,,,,,,,,,
599,599,1,DE,APEN_Grey_23,ROECK-et-al,ROECK-et-al,Non-residential,School and Daycare,New Built,Germany,,2011.0,2010-2014,,Other,7414.0,,5001-10000,,2.0,1-6,,massive concrete,Flat roof,New Advanced,,,,11417560.0,1540.0,,10811000.0,94.6874813883176,Concrete reinforced,9528000.0,Other,671000.0,"Metals (iron, steel)",378000.0,Other,234000.0,,,,,,,,9528000.0,,,,,,378000.0,,,,,,,905000.0,378000.0,9528000.0,,,50.0,Other,Other,,GLI,ABCD,PMOW,Yes,Yes,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,Yes,substracted (credit),,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653880696265147,,0.145841433676002,,,0.248231726270124,0.920391733310562,0.238824800068311,,,,,378000.0,9528000.0,,,,,,,,,,,1285.1362287564,,,,,,50.9846236849204,,,,,,,122.066360938764,50.9846236849204,1285.1362287564,,,50.9846236849204,1285.1362287564,,,,APEN_Grey_23,Grey,Holger König,2011.0,DE1 - Energy Plus Primary School in Hohen Neuendorf,A57 case study report,,Hohen Neuendorf,(C) Temperate,Low,Europe,New construction,7414.0,m2 GFA,,,,,,,,0.0,,,,,,,"the primary structure (weight): concrete with 83,5%, metal with
3,3% , wood with 1,1%. 2nd material: flooring (?)",,,,Bio-mass boiler,Pellets with particle filter,,,,To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy (PE) and Global Warming Potential (GWP) related to the life cycle of a new primary school in Germany,m2 GFA y,,2011,Ökobaudat,Petot: Non-renewable Primary Energy and Renewable Primary Energy; GWP (100 years) ,Process-based,,Yes,Yes,Yes,Yes,Yes,Yes,,135.0,170.0,,,,,,,,,44.26229508196721,55.73770491803278,88.72651356993737,11.27348643006263,,,,,,,,,,
600,600,1,DE,APEN_Grey_24,ROECK-et-al,ROECK-et-al,Non-residential,School and Daycare,New Built,Germany,,2015.0,2015-2019,,Other,17292.0,,15001-20000,,2.0,1-6,1.0,massive wood,Gable or saddle roof,New Advanced,,,,15908640.0,920.0,,12956000.0,81.4400225286385,Concrete reinforced,11184000.0,Other,,"Timber, wood",1150000.0,"Metals (iron, steel)",622000.0,,,,,,,,11184000.0,,,,,,622000.0,,,,,,1150000.0,,622000.0,11184000.0,,1150000.0,50.0,Other,Other,,GLI,ABCD,PMOW,Yes,Yes,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,Yes,substracted (credit),,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653880696265147,,0.145841433676002,,,0.248231726270124,0.920391733310562,0.238824800068311,,,,,622000.0,11184000.0,,1150000.0,,,,,,,,,646.77307425399,,,,,,35.9703909322229,,,,,,66.5047420772611,,35.9703909322229,646.77307425399,,66.5047420772611,35.9703909322229,646.77307425399,,66.5047420772611,,APEN_Grey_24,Grey,Holger König,2015.0,DE2 - Schmuttertal Gymnasium Diedorf,A57 case study report,,Diedorf,(C) Temperate,Low,Europe,New construction,17292.0,m2 GFA,,,,,,,,0.0,,,,,,,"the primary structure (weight): concrete with 70,3% , metal with
3,9% , wood and wood based products with 7,2%. 2nd material: flooring (?)",,,,Bio-mass boiler,Pellets with particle filter,,,,To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy (PE) and Global Warming Potential (GWP) related to the life cycle of a new school building in Germany,m2 GFA y,,2011,Ökobaudat,Petot: Non-renewable Primary Energy and Renewable Primary Energy; GWP (100 years) ,Process-based,,Yes,Yes,Yes,Yes,Yes,Yes,,92.75,82.25,,,,,,,,,53.0,47.0,86.0,14.0,,,,,,,,,,
601,601,1,DE,APEN_Grey_25,ROECK-et-al,ROECK-et-al,Residential,Multi-family house,New Built,Germany,,2015.0,2015-2019,,Other,2118.0,,1-5000,,4.0,1-6,,frame concrete,Pyramid roof,New Advanced,,,,3009678.0,1421.0,,,,Concrete reinforced,,"Stone (granite, limestone, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,Other,,GLI,ABCD,PMOW,Yes,Yes,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,Yes,substracted (credit),,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653880696265147,,0.145841433676002,,,0.248231726270124,0.920391733310562,0.238824800068311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_25,Grey,Holger König,2016.0,DE3 - Residential Building,A57 case study report,,Berlin,(C) Temperate,Low,Europe,New construction,2118.0,m2 GFA,,,,,,,,0.0,,,,,,,"the primary structure (weight): concrete with 78,6%, metal with
4,4%, wood based products with 1.4%.",,,,Bio-mass boiler,Pellets with particle filter,,,,"To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary
Energy (PE) and Global Warming Potential (GWP) related to the life cycle
of a new residential building in Germany",m2 GFA y,,2011,Ökobaudat,Petot: Non-renewable Primary Energy and Renewable Primary Energy; GWP (100 years) ,Process-based,,Yes,Yes,No,Yes,Yes,Yes,,97.032,89.568,,,,,,,,,52.0,48.0,87.0,13.0,,,,,,,,,,
602,602,1,DK,APEN_Grey_26,ROECK-et-al,ROECK-et-al,Non-residential,Office,New Built,Denmark,,2013.0,2010-2014,,Other,33000.0,,30001-35000,,6.0,1-6,2.0,frame concrete,Flat roof,New Advanced,,,,50746015.0,1537.75803030303,,51507205.23,101.500000009853,Concrete reinforced,38566971.4,Other,7104442.1,"Metals (iron, steel)",4059681.2,"Glass (single, double, triple)",1014920.3,Stone wool (e.g. insulation),761190.23,,,,,,38566971.4,,,,,1014920.3,4059681.2,,,,761190.23,,,7104442.1,4059681.2,40343081.9299999,,,50.0,GaBi,GaBi Professional ,,GLS,ABCD,PMOW,Yes,Yes,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,Yes,substracted (credit),,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653880696265147,,0.145841433676002,,,0.248231726270124,0.694669003741823,0.0452166631777266,0.63952271299979,,0.0477287000209336,0.162951969611417,4059681.2,38566971.4,1776110.53,,,,,,,,,,1168.6961030303,,,,,30.7551606060606,123.020642424242,,,,23.0663706060606,,,215.286124242424,123.020642424242,1222.51763424242,,,123.020642424242,1168.6961030303,53.8215312121212,,,APEN_Grey_26,Grey,"Rasmussen, F",2014.0,DK1 - Office building,A57 case study report,,,(C) Temperate,Low,Europe,New construction,33000.0,m2 GFA,,,,,,,,0.0,,,,,,,RC/steel,,,,DHCP (District Heating and Cooling Plant),,Radiator(s),,,"To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy
(PE) and Global Warming Potential (GWP) related to the life cycle of a new
office building in Denmark",m2 GFA y,,2011,,Petot: Non-renewable Primary Energy and Renewable Primary Energy; GWP (100 years) ,Process-based,Energy simulation (quasi-steady),Yes,Yes,Yes,Yes,Yes,No,"AP, EP, ODP, POCP, PEren, PEnren, FAETP, HTP, MAETP, TETP",89.28,158.72,,,,,,,,,36.0,64.0,49.0,51.0,,,,,,,,,,
603,603,1,KR,APEN_Grey_27,ROECK-et-al,ROECK-et-al,Residential,Multi-family house,New Built,South Korea,,2005.0,2005-2009,,Other,5040.0,,5001-10000,,,,,frame concrete,Flat roof,New Standard,,,,12028000.0,2386.50793650793,,9700000.0,80.6451612903225,Concrete reinforced,8700000.0,"Cement mortar, plaster",1000000.0,,,,,,,,,,1000000.0,,8700000.0,,,,,,,,,,,,,,,9700000.0,,,30.0,Other,,,GL,ABC,PMOW,Yes,Yes,,,No,No,,,,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,No,,,16.7833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653880696265147,,0.145841433676002,,,0.248231726270124,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,9700000.0,,,,,,,,,198.412698412698,,1726.19047619047,,,,,,,,,,,,,,,1924.60317460317,,,,1924.60317460317,,,,APEN_Grey_27,Grey,Chae et al,2005.0,KR2 - MF residential,A57 case study report,,Seoul ,(C) Temperate,Low,Asia,New construction,5040.0,m2 GFA,,,,,,,,0.0,,,,,,,RC/steel,,,,DHCP (District Heating and Cooling Plant),,A/H-C (Air heating/cooling),,,This study is to clarify the CO2 emission from the building and analyze the EE and EC related to the life cycle of the building,m2 GFA y,,,Korean LCI DB,Non-renewable Primary Energy; GWP (100 years),,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,19.19908466819222,80.80091533180777,,,,,,,,,,
604,604,1,KR,APEN_Grey_28,ROECK-et-al,ROECK-et-al,Non-residential,Office,New Built,South Korea,,2013.0,2010-2014,,Other,3159.43,,1-5000,,3.0,1-6,,frame steel,Flat roof,New Standard,,,,,,,,,Concrete w/o reinforcement,,"Metals (iron, steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,,,GL,ABC,PCOW,Yes,Yes,,,No,No,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,,No,No,No,Yes,No,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_28,Grey,Chae et al,2013.0,KR3 - Posco Green Building,A57 case study report,,Incheon,(C) Temperate,Low,Asia,New construction,3159.43,m2 GFA,,,,,,,,0.0,,,,,,,steel frame,,,,,,,,,To evaluate the Global Warming Potential (GWP) related to the life cycle of a steel framed office building.,m2 GFA y,,,Korean LCI DB,Non-renewable Primary Energy; GWP (100 years),,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,12.86383065336861,87.13616934663139,,,,,,,,,,
605,605,1,KR,APEN_Grey_29,ROECK-et-al,ROECK-et-al,Residential,Single family house,New Built,South Korea,,2008.0,2005-2009,,Other,174.0,,1-5000,,2.0,1-6,,frame wood,Pyramid roof,New Standard,,,,228100.0,1310.91954022988,,,,Concrete w/o reinforcement,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,,,GL,ABC,PCMOW,Yes,Yes,,,No,No,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,No,,,8.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,59.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_29,Grey,Chae et al,2008.0,KR4 - Timber framed House,A57 case study report,,Incheon,(C) Temperate,Low,Asia,New construction,174.0,m2 GFA,,,,,,,,0.0,,,,,,,RC/timber,,,,,,,,,,m2 GFA y,,,Korean LCI DB,Non-renewable Primary Energy; GWP (100 years),,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,12.30428360413589,87.69571639586411,,,,,,,,,,
